ID,Genero,Edad,Nivel_Educativo,Cargo,Pais,Experiencia,Salario
1122,M,22,Doctorado,Director,FR,2,91725
1123,M,22,Secundaria,Analista,BR,32,97127
1124,M,40,Licenciatura,Analista,DE,21,49039
1125,F,26,Maestría,Director,US,11,82178
1126,M,53,Secundaria,Especialista,MX,4,99978
1127,M,60,Maestría,Gerente,ES,16,39257
1128,M,37,Licenciatura,Supervisor,ES,20,88620
1129,M,36,Licenciatura,Director,FR,17,107100
1130,M,57,Maestría,Analista,US,29,88605
1131,F,54,Licenciatura,Analista,BR,28,80636
1132,F,56,Secundaria,Supervisor,MX,22,98580
1133,F,31,Preparatoria,Supervisor,FR,3,109430
1134,F,44,Preparatoria,Gerente,ES,18,43690
1135,M,44,Preparatoria,Analista,ES,30,106419
1136,F,43,Licenciatura,Asistente,DE,6,52637
1137,F,57,Doctorado,Asistente,ES,22,93746
1138,F,24,Secundaria,Gerente,BR,36,59574
1139,M,53,Secundaria,Supervisor,BR,3,63063
1140,M,36,Licenciatura,Analista,BR,9,30287
1141,M,44,Secundaria,Supervisor,BR,40,40181
1142,M,34,Licenciatura,Analista,BR,1,56732
1143,M,53,Preparatoria,Gerente,ES,37,64846
1144,M,45,Secundaria,Especialista,MX,2,97683
1145,F,42,Doctorado,Director,ES,20,25649
1146,F,42,Licenciatura,Gerente,BR,25,94181
1147,F,51,Secundaria,Supervisor,DE,13,83645
1148,F,50,Maestría,Supervisor,US,31,50437
1149,F,58,Maestría,Director,ES,25,69906
1150,F,20,Doctorado,Director,DE,25,64117
1151,F,52,Doctorado,Director,MX,3,56119
1152,M,28,Maestría,Supervisor,ES,18,87506
1153,M,48,Licenciatura,Gerente,BR,25,112439
1154,F,30,Secundaria,Asistente,BR,22,97127
1155,F,34,Maestría,Director,US,24,94285
1156,M,24,Doctorado,Analista,FR,33,42890
1157,F,52,Secundaria,Supervisor,US,28,78406
1158,F,37,Licenciatura,Especialista,FR,27,31045
1159,F,33,Maestría,Supervisor,US,22,52782
1160,M,29,Doctorado,Gerente,DE,9,55637
1161,M,31,Maestría,Gerente,MX,23,109559
1162,F,30,Licenciatura,Director,FR,17,74060
1163,M,43,Doctorado,Especialista,FR,36,105544
1164,M,58,Secundaria,Supervisor,ES,13,119877
1165,M,27,Maestría,Analista,US,32,41270
1166,F,34,Secundaria,Director,FR,19,31999
1167,M,46,Preparatoria,Especialista,FR,18,38431
1168,M,41,Licenciatura,Gerente,MX,6,112428
1169,F,27,Maestría,Analista,DE,29,73570
1170,F,50,Doctorado,Gerente,MX,6,84183
1171,F,50,Licenciatura,Director,BR,21,115584
1172,M,50,Preparatoria,Analista,MX,33,115959
1173,M,33,Doctorado,Gerente,DE,8,27366
1174,F,57,Licenciatura,Supervisor,ES,2,104387
1175,F,30,Licenciatura,Supervisor,ES,9,31224
1176,M,46,Maestría,Especialista,FR,7,91505
1177,M,21,Preparatoria,Director,MX,16,73266
1178,F,35,Maestría,Analista,DE,5,98985
1179,M,22,Secundaria,Gerente,MX,12,101132
1180,F,28,Doctorado,Especialista,FR,24,117739
1181,M,56,Preparatoria,Gerente,US,5,33498
1182,F,57,Licenciatura,Supervisor,ES,10,62925
1183,M,30,Licenciatura,Especialista,FR,37,62455
1184,F,28,Secundaria,Director,US,16,100246
1185,M,60,Licenciatura,Analista,US,6,48826
1186,F,52,Doctorado,Supervisor,FR,5,27067
1187,M,22,Maestría,Supervisor,BR,1,118670
1188,F,56,Preparatoria,Asistente,DE,1,84389
1189,F,29,Doctorado,Supervisor,US,22,58455
1190,F,23,Secundaria,Especialista,ES,40,101401
1191,F,30,Doctorado,Especialista,US,5,46705
1192,F,36,Secundaria,Gerente,ES,10,77803
1193,M,31,Doctorado,Director,ES,38,103361
1194,F,53,Licenciatura,Supervisor,BR,30,117558
1195,M,45,Licenciatura,Asistente,US,22,100076
1196,F,58,Secundaria,Especialista,FR,7,106759
1197,M,56,Doctorado,Especialista,DE,40,107046
1198,F,60,Doctorado,Supervisor,US,8,80146
1199,F,21,Maestría,Gerente,MX,4,106852
1200,M,38,Maestría,Analista,MX,9,100066
1201,F,25,Preparatoria,Analista,MX,13,74265
1202,M,33,Licenciatura,Analista,FR,6,111084
1203,M,48,Secundaria,Gerente,MX,12,63851
1204,F,58,Licenciatura,Gerente,FR,6,97443
1205,F,50,Doctorado,Director,BR,6,109115
1206,M,50,Licenciatura,Asistente,BR,1,104254
1207,F,30,Maestría,Analista,MX,28,103683
1208,F,34,Doctorado,Especialista,US,15,113592
1209,F,46,Licenciatura,Gerente,ES,14,113903
1210,M,58,Preparatoria,Analista,ES,4,84795
1211,F,29,Maestría,Especialista,MX,6,36751
1212,M,57,Maestría,Director,US,25,93447
1213,M,31,Licenciatura,Supervisor,DE,21,63738
1214,M,59,Doctorado,Asistente,DE,34,44029
1215,M,52,Doctorado,Especialista,US,13,95158
1216,F,36,Maestría,Analista,MX,31,72996
1217,F,30,Doctorado,Supervisor,ES,13,100927
1218,M,41,Preparatoria,Supervisor,DE,32,75344
1219,M,49,Secundaria,Director,MX,39,108463
1220,M,58,Doctorado,Director,BR,12,99548
1221,M,57,Preparatoria,Supervisor,DE,31,57532
1222,F,24,Doctorado,Analista,BR,19,44258
1223,M,34,Maestría,Supervisor,US,38,68300
1224,M,44,Preparatoria,Gerente,DE,4,99100
1225,M,44,Maestría,Asistente,ES,29,38493
1226,M,28,Licenciatura,Gerente,MX,12,63588
1227,M,26,Doctorado,Especialista,MX,33,27788
1228,F,21,Doctorado,Asistente,MX,1,90593
1229,F,32,Maestría,Gerente,FR,6,65579
1230,F,53,Doctorado,Gerente,DE,12,99643
1231,F,52,Secundaria,Director,DE,13,106105
1232,F,46,Doctorado,Analista,DE,17,50487
1233,M,29,Preparatoria,Director,BR,10,47953
1234,F,58,Licenciatura,Especialista,MX,35,49952
1235,M,26,Maestría,Gerente,MX,37,39202
1236,F,31,Preparatoria,Especialista,DE,13,49242
1237,F,50,Preparatoria,Supervisor,FR,8,54232
1238,F,59,Preparatoria,Gerente,FR,5,63591
1239,F,58,Licenciatura,Supervisor,US,13,43519
1240,M,22,Maestría,Especialista,MX,12,81344
1241,F,54,Maestría,Analista,DE,21,77980
1242,M,52,Licenciatura,Especialista,FR,15,98913
1243,F,27,Secundaria,Especialista,BR,11,98380
1244,F,25,Preparatoria,Asistente,US,26,32179
1245,F,50,Maestría,Asistente,FR,38,78453
1246,M,28,Licenciatura,Gerente,ES,19,106555
1247,M,58,Licenciatura,Gerente,ES,39,116708
1248,F,54,Preparatoria,Asistente,BR,27,28009
1249,F,20,Licenciatura,Especialista,FR,33,98126
1250,M,47,Doctorado,Especialista,DE,19,86994
1251,M,53,Preparatoria,Gerente,MX,14,45316
1252,F,46,Maestría,Gerente,ES,28,77165
1253,F,43,Preparatoria,Analista,ES,17,108917
1254,M,22,Secundaria,Gerente,BR,23,40429
1255,F,53,Preparatoria,Supervisor,US,16,84923
1256,M,47,Preparatoria,Analista,MX,34,79749
1257,F,34,Secundaria,Director,ES,1,29000
1258,F,50,Preparatoria,Gerente,DE,17,109139
1259,M,44,Licenciatura,Gerente,FR,19,82932
1260,M,42,Maestría,Supervisor,BR,11,47795
1261,F,57,Maestría,Analista,BR,5,53299
1262,M,56,Doctorado,Asistente,ES,4,65567
1263,F,26,Maestría,Gerente,BR,5,98617
1264,M,47,Maestría,Analista,MX,32,119948
1265,M,28,Secundaria,Analista,US,23,54898
1266,M,36,Preparatoria,Supervisor,BR,4,93156
1267,M,50,Preparatoria,Supervisor,FR,40,104525
1268,F,34,Licenciatura,Asistente,ES,28,53887
1269,F,25,Preparatoria,Director,BR,6,67700
1270,M,38,Secundaria,Especialista,ES,29,112837
1271,F,58,Licenciatura,Especialista,DE,1,111840
1272,F,54,Licenciatura,Gerente,FR,6,103957
1273,F,46,Doctorado,Gerente,FR,21,72422
1274,F,36,Preparatoria,Director,US,38,110221
1275,F,32,Secundaria,Supervisor,BR,24,56976
1276,F,20,Maestría,Supervisor,MX,39,93184
1277,M,20,Secundaria,Analista,BR,5,43156
1278,F,56,Secundaria,Asistente,DE,37,111148
1279,M,53,Secundaria,Supervisor,BR,17,98551
1280,F,27,Licenciatura,Especialista,ES,21,27293
1281,M,53,Doctorado,Analista,FR,29,62316
1282,F,20,Licenciatura,Director,DE,23,25402
1283,F,44,Secundaria,Analista,MX,31,70178
1284,F,33,Maestría,Director,BR,24,78408
1285,M,40,Licenciatura,Director,US,32,111977
1286,F,46,Secundaria,Director,FR,20,40440
1287,M,43,Maestría,Director,MX,32,43672
1288,M,26,Preparatoria,Especialista,BR,21,116113
1289,F,29,Preparatoria,Supervisor,US,35,99221
1290,F,47,Secundaria,Gerente,BR,13,104954
1291,F,57,Doctorado,Director,ES,15,81904
1292,M,36,Doctorado,Analista,BR,38,69740
1293,M,36,Secundaria,Gerente,FR,11,28924
1294,F,54,Doctorado,Analista,MX,3,96991
1295,F,47,Doctorado,Analista,DE,23,44299
1296,F,56,Doctorado,Analista,ES,27,78245
1297,M,43,Licenciatura,Especialista,ES,30,102399
1298,M,59,Maestría,Especialista,US,30,72018
1299,F,37,Secundaria,Director,DE,21,96368
1300,F,45,Preparatoria,Gerente,MX,26,113677
1301,M,33,Doctorado,Director,MX,30,44216
1302,F,46,Secundaria,Supervisor,FR,30,81904
1303,F,55,Licenciatura,Director,US,29,111627
1304,M,55,Licenciatura,Asistente,US,10,59870
1305,M,50,Doctorado,Analista,BR,10,37254
1306,F,31,Maestría,Supervisor,FR,25,97170
1307,F,43,Preparatoria,Gerente,US,27,75126
1308,M,55,Maestría,Director,MX,2,100092
1309,M,55,Preparatoria,Supervisor,US,9,74584
1310,M,50,Preparatoria,Director,BR,21,70182
1311,M,36,Secundaria,Director,FR,25,78336
1312,M,39,Preparatoria,Director,BR,10,107621
1313,F,56,Preparatoria,Analista,FR,26,34542
1314,M,42,Licenciatura,Analista,DE,24,53394
1315,M,45,Maestría,Especialista,FR,1,26957
1316,F,28,Maestría,Analista,US,28,98635
1317,M,27,Licenciatura,Especialista,MX,12,88167
1318,F,34,Doctorado,Asistente,BR,10,80830
1319,M,48,Secundaria,Gerente,ES,38,37878
1320,M,30,Maestría,Director,BR,12,113081
1321,M,26,Doctorado,Director,ES,14,114872
1322,M,33,Licenciatura,Especialista,DE,7,44099
1323,F,52,Secundaria,Director,ES,2,49941
1324,M,45,Licenciatura,Especialista,US,26,94272
1325,F,41,Doctorado,Asistente,MX,31,66116
1326,F,55,Maestría,Asistente,ES,10,99908
1327,M,59,Maestría,Asistente,DE,18,69151
1328,F,23,Preparatoria,Director,FR,22,40753
1329,F,30,Licenciatura,Gerente,FR,13,58021
1330,F,44,Preparatoria,Especialista,BR,2,50171
1331,M,60,Licenciatura,Director,MX,32,60002
1332,M,20,Maestría,Gerente,ES,26,77254
1333,F,25,Licenciatura,Asistente,DE,11,95971
1334,F,29,Licenciatura,Supervisor,US,20,44523
1335,M,50,Secundaria,Analista,FR,36,56536
1336,F,58,Doctorado,Analista,BR,18,102019
1337,F,47,Secundaria,Gerente,FR,15,65729
1338,F,25,Secundaria,Especialista,BR,13,91719
1339,F,24,Preparatoria,Especialista,ES,32,60638
1340,F,36,Licenciatura,Asistente,DE,39,107056
1341,F,34,Doctorado,Analista,US,32,30316
1342,M,43,Maestría,Analista,ES,28,28860
1343,M,25,Licenciatura,Asistente,BR,28,46527
1344,M,58,Licenciatura,Especialista,DE,11,87707
1345,F,22,Secundaria,Gerente,BR,32,54325
1346,M,44,Doctorado,Gerente,FR,4,25128
1347,F,45,Preparatoria,Especialista,FR,23,25853
1348,F,59,Maestría,Supervisor,DE,7,112518
1349,M,53,Maestría,Analista,DE,5,92357
1350,M,38,Secundaria,Analista,MX,21,81917
1351,F,58,Maestría,Asistente,MX,31,103694
1352,M,23,Licenciatura,Asistente,BR,39,76206
1353,M,31,Licenciatura,Director,DE,19,76024
1354,F,60,Secundaria,Director,MX,10,33205
1355,F,51,Preparatoria,Especialista,BR,16,32228
1356,M,48,Licenciatura,Supervisor,US,34,40307
1357,F,20,Preparatoria,Gerente,MX,32,75749
1358,M,32,Preparatoria,Asistente,US,14,91047
1359,M,53,Maestría,Especialista,FR,27,51484
1360,F,38,Licenciatura,Gerente,DE,32,34837
1361,F,32,Maestría,Analista,MX,1,35644
1362,M,22,Secundaria,Gerente,US,20,112597
1363,F,58,Licenciatura,Gerente,US,11,50340
1364,M,52,Secundaria,Supervisor,BR,22,105201
1365,F,53,Maestría,Asistente,MX,20,68888
1366,F,34,Maestría,Especialista,MX,40,28340
1367,M,59,Maestría,Director,BR,28,31280
1368,F,30,Licenciatura,Asistente,BR,40,33679
1369,M,22,Maestría,Director,US,8,74177
1370,F,43,Secundaria,Director,DE,39,94181
1371,M,35,Preparatoria,Supervisor,FR,9,32338
1372,M,20,Licenciatura,Especialista,BR,34,105224
1373,F,30,Doctorado,Especialista,US,19,109972
1374,M,25,Secundaria,Analista,DE,22,61601
1375,F,37,Licenciatura,Supervisor,FR,24,35499
1376,M,45,Maestría,Analista,BR,9,63408
1377,M,42,Doctorado,Supervisor,BR,24,107557
1378,M,45,Doctorado,Supervisor,MX,37,104499
1379,F,45,Licenciatura,Asistente,ES,31,34589
1380,F,57,Maestría,Asistente,MX,5,67125
1381,M,32,Secundaria,Analista,BR,2,32120
1382,F,53,Secundaria,Gerente,ES,29,84393
1383,F,20,Preparatoria,Asistente,DE,24,78449
1384,M,24,Maestría,Director,DE,27,48224
1385,M,25,Preparatoria,Especialista,ES,16,107514
1386,M,55,Secundaria,Gerente,FR,14,93394
1387,F,38,Maestría,Director,ES,21,50676
1388,M,55,Preparatoria,Analista,FR,15,101344
1389,M,57,Licenciatura,Asistente,ES,21,83106
1390,F,42,Licenciatura,Analista,FR,31,109157
1391,M,42,Doctorado,Especialista,DE,18,78888
1392,F,37,Secundaria,Gerente,US,36,107179
1393,M,34,Secundaria,Especialista,US,22,43828
1394,F,58,Preparatoria,Supervisor,ES,37,31592
1395,M,32,Preparatoria,Supervisor,FR,22,73281
1396,M,49,Doctorado,Especialista,DE,13,53902
1397,M,45,Preparatoria,Asistente,US,9,108558
1398,F,56,Doctorado,Asistente,FR,21,61673
1399,F,20,Maestría,Analista,DE,37,60405
1400,M,36,Licenciatura,Gerente,ES,15,27204
1401,M,31,Maestría,Supervisor,FR,38,89915
1402,F,46,Maestría,Asistente,FR,40,82756
1403,M,52,Preparatoria,Supervisor,ES,16,83024
1404,M,26,Licenciatura,Asistente,BR,16,103490
1405,M,55,Preparatoria,Supervisor,BR,32,61896
1406,F,24,Doctorado,Supervisor,US,37,76214
1407,F,52,Licenciatura,Asistente,ES,31,46274
1408,M,38,Licenciatura,Director,DE,2,32626
1409,F,41,Preparatoria,Gerente,DE,21,118626
1410,M,27,Secundaria,Gerente,US,33,83854
1411,F,52,Maestría,Analista,US,7,43314
1412,M,36,Licenciatura,Gerente,FR,25,77850
1413,M,54,Preparatoria,Asistente,DE,10,78955
1414,F,56,Maestría,Gerente,BR,40,113000
1415,M,36,Maestría,Asistente,MX,21,42043
1416,M,48,Doctorado,Especialista,ES,6,103159
1417,F,44,Preparatoria,Analista,BR,34,42982
1418,F,56,Secundaria,Asistente,US,32,70160
1419,M,50,Secundaria,Supervisor,US,30,27550
1420,F,35,Doctorado,Asistente,BR,39,97805
1421,F,41,Doctorado,Especialista,MX,18,37067
1422,F,49,Preparatoria,Especialista,MX,5,89499
1423,M,49,Secundaria,Asistente,ES,29,106971
1424,F,57,Maestría,Director,DE,25,87146
1425,M,21,Preparatoria,Director,US,13,75393
1426,F,50,Licenciatura,Gerente,US,18,31251
1427,M,27,Preparatoria,Director,DE,10,46098
1428,M,36,Secundaria,Especialista,MX,24,99110
1429,F,24,Maestría,Director,FR,4,116656
1430,M,44,Doctorado,Asistente,BR,31,103878
1431,M,60,Maestría,Analista,ES,16,33754
1432,F,34,Doctorado,Gerente,MX,15,59543
1433,F,34,Licenciatura,Gerente,MX,1,27979
1434,M,40,Preparatoria,Analista,FR,21,77072
1435,F,46,Secundaria,Asistente,BR,23,93679
1436,F,42,Licenciatura,Gerente,FR,40,113425
1437,M,53,Preparatoria,Director,US,31,94931
1438,M,54,Doctorado,Analista,MX,36,59445
1439,M,20,Secundaria,Especialista,ES,10,33802
1440,F,36,Secundaria,Gerente,DE,18,50594
1441,M,35,Doctorado,Director,FR,21,51009
1442,F,38,Maestría,Gerente,US,32,51563
1443,M,25,Maestría,Director,ES,21,84489
1444,M,45,Maestría,Analista,DE,39,55423
1445,M,41,Secundaria,Especialista,MX,35,36689
1446,M,24,Preparatoria,Gerente,US,13,42388
1447,F,55,Preparatoria,Gerente,ES,13,66182
1448,F,31,Preparatoria,Asistente,ES,39,71907
1449,F,50,Licenciatura,Analista,BR,39,118705
1450,F,40,Licenciatura,Analista,FR,8,47445
1451,F,42,Maestría,Especialista,DE,19,51557
1452,M,33,Maestría,Director,ES,4,70185
1453,M,56,Preparatoria,Especialista,ES,13,77600
1454,F,37,Maestría,Asistente,FR,34,39249
1455,F,31,Preparatoria,Director,BR,33,86235
1456,M,32,Doctorado,Director,ES,19,96393
1457,F,51,Preparatoria,Analista,FR,16,35374
1458,F,32,Licenciatura,Especialista,FR,25,85850
1459,M,35,Preparatoria,Asistente,DE,28,26394
1460,F,35,Maestría,Director,DE,1,51858
1461,F,36,Preparatoria,Especialista,US,20,46531
1462,F,33,Maestría,Gerente,MX,17,113871
1463,F,34,Preparatoria,Supervisor,FR,14,38324
1464,F,32,Secundaria,Asistente,US,10,35301
1465,F,35,Licenciatura,Director,MX,19,104026
1466,M,59,Licenciatura,Director,DE,2,46414
1467,F,42,Preparatoria,Analista,US,2,25060
1468,F,29,Doctorado,Especialista,ES,27,74785
1469,F,26,Maestría,Analista,US,6,39761
1470,F,27,Preparatoria,Director,ES,24,53687
1471,M,25,Licenciatura,Gerente,FR,30,80299
1472,F,51,Doctorado,Especialista,MX,10,56191
1473,M,59,Maestría,Director,US,29,92278
1474,F,20,Secundaria,Gerente,FR,25,112770
1475,M,54,Secundaria,Director,FR,36,66648
1476,F,22,Maestría,Analista,DE,11,42348
1477,F,50,Preparatoria,Asistente,BR,39,86306
1478,M,43,Licenciatura,Especialista,ES,29,89978
1479,M,59,Maestría,Asistente,FR,21,96580
1480,F,40,Preparatoria,Analista,FR,7,100161
1481,F,51,Maestría,Especialista,FR,18,70215
1482,F,56,Maestría,Especialista,ES,30,74280
1483,F,37,Doctorado,Especialista,DE,18,40894
1484,F,51,Licenciatura,Supervisor,FR,13,49954
1485,M,31,Secundaria,Especialista,DE,39,53606
1486,F,52,Secundaria,Director,BR,30,83653
1487,F,37,Doctorado,Especialista,US,19,34743
1488,F,45,Secundaria,Especialista,US,11,112539
1489,M,34,Secundaria,Asistente,MX,38,96458
1490,F,56,Licenciatura,Asistente,US,9,63892
1491,F,28,Preparatoria,Gerente,US,21,65251
1492,F,23,Maestría,Supervisor,MX,2,59681
1493,M,53,Licenciatura,Gerente,FR,8,102667
1494,M,47,Doctorado,Director,US,4,31446
1495,F,50,Doctorado,Director,US,21,47111
1496,F,54,Secundaria,Gerente,US,36,100865
1497,M,22,Secundaria,Asistente,BR,31,67339
1498,M,52,Licenciatura,Especialista,MX,24,31263
1499,M,42,Doctorado,Supervisor,ES,10,43461
1500,F,45,Doctorado,Gerente,MX,21,76850
1501,M,31,Maestría,Supervisor,MX,25,63537
1502,M,49,Licenciatura,Gerente,US,36,91881
1503,M,27,Maestría,Especialista,FR,2,30636
1504,M,53,Licenciatura,Especialista,BR,28,37388
1505,F,49,Preparatoria,Supervisor,BR,21,81512
1506,F,40,Doctorado,Director,DE,26,61096
1507,F,20,Secundaria,Gerente,BR,12,62324
1508,M,20,Doctorado,Supervisor,ES,21,31933
1509,M,33,Preparatoria,Analista,ES,40,55999
1510,F,44,Licenciatura,Supervisor,FR,3,84210
1511,F,57,Preparatoria,Gerente,MX,19,51855
1512,F,26,Doctorado,Supervisor,US,21,114397
1513,F,40,Maestría,Gerente,FR,37,57784
1514,M,43,Licenciatura,Gerente,BR,37,38318
1515,M,59,Maestría,Gerente,BR,3,77213
1516,F,36,Preparatoria,Asistente,BR,33,86656
1517,F,31,Secundaria,Supervisor,DE,4,95016
1518,F,55,Licenciatura,Especialista,BR,9,39192
1519,F,36,Doctorado,Gerente,ES,32,43582
1520,M,35,Maestría,Especialista,ES,5,85713
1521,M,37,Preparatoria,Director,FR,5,90491
1522,M,50,Licenciatura,Analista,ES,9,112461
1523,M,59,Secundaria,Director,FR,10,92291
1524,F,41,Licenciatura,Gerente,MX,7,47323
1525,F,43,Secundaria,Gerente,FR,34,49464
1526,M,31,Preparatoria,Supervisor,US,11,34853
1527,F,51,Maestría,Especialista,US,16,26836
1528,F,47,Licenciatura,Asistente,DE,6,46165
1529,F,33,Licenciatura,Gerente,ES,24,108763
1530,M,46,Maestría,Analista,DE,23,37093
1531,F,43,Licenciatura,Gerente,US,22,89431
1532,F,43,Licenciatura,Analista,BR,6,102200
1533,M,45,Doctorado,Supervisor,FR,27,95286
1534,M,37,Licenciatura,Gerente,BR,22,48906
1535,M,48,Doctorado,Supervisor,BR,5,38413
1536,M,31,Licenciatura,Especialista,DE,32,107348
1537,F,56,Maestría,Supervisor,ES,26,50347
1538,M,28,Preparatoria,Analista,DE,35,59222
1539,F,56,Licenciatura,Especialista,MX,4,93082
1540,M,34,Maestría,Asistente,FR,34,80032
1541,F,26,Preparatoria,Gerente,BR,27,47494
1542,F,37,Doctorado,Especialista,DE,26,100041
1543,M,35,Maestría,Analista,ES,10,96581
1544,F,55,Secundaria,Asistente,US,36,69582
1545,F,47,Preparatoria,Analista,MX,6,89396
1546,M,44,Preparatoria,Supervisor,ES,14,115017
1547,M,32,Secundaria,Supervisor,BR,29,104494
1548,F,29,Preparatoria,Analista,DE,11,82400
1549,M,29,Preparatoria,Analista,ES,8,55653
1550,M,50,Secundaria,Analista,DE,17,80839
1551,M,20,Maestría,Especialista,BR,15,55360
1552,M,31,Licenciatura,Analista,US,16,95694
1553,M,46,Preparatoria,Gerente,FR,4,56854
1554,F,51,Maestría,Gerente,FR,36,40071
1555,M,28,Maestría,Analista,US,2,92541
1556,F,60,Secundaria,Director,BR,4,48228
1557,F,53,Maestría,Gerente,ES,15,96239
1558,F,54,Secundaria,Especialista,US,31,114329
1559,M,40,Maestría,Asistente,DE,3,66738
1560,M,51,Licenciatura,Analista,MX,3,78533
1561,M,39,Doctorado,Analista,US,15,28821
1562,F,36,Maestría,Analista,BR,15,69364
1563,F,55,Maestría,Asistente,ES,10,55003
1564,F,56,Maestría,Especialista,FR,9,100028
1565,F,23,Secundaria,Director,US,33,83935
1566,F,45,Preparatoria,Especialista,MX,21,28003
1567,M,26,Secundaria,Analista,FR,21,89595
1568,M,30,Licenciatura,Gerente,ES,25,117119
1569,F,23,Secundaria,Gerente,ES,26,102150
1570,M,33,Preparatoria,Supervisor,MX,2,96381
1571,F,36,Licenciatura,Asistente,ES,33,119264
1572,F,50,Preparatoria,Supervisor,ES,19,108447
1573,F,60,Preparatoria,Gerente,FR,32,81189
1574,M,26,Doctorado,Director,MX,2,77793
1575,M,48,Licenciatura,Director,FR,27,114226
1576,M,41,Doctorado,Supervisor,ES,36,40596
1577,F,36,Doctorado,Gerente,MX,5,84450
1578,M,43,Preparatoria,Gerente,DE,3,87694
1579,M,43,Doctorado,Analista,ES,13,116765
1580,M,55,Secundaria,Asistente,DE,38,33007
1581,F,55,Doctorado,Especialista,BR,3,77777
1582,M,36,Doctorado,Director,BR,14,90072
1583,M,42,Preparatoria,Especialista,MX,15,55926
1584,F,21,Maestría,Asistente,DE,38,78095
1585,M,46,Secundaria,Analista,DE,32,92931
1586,F,27,Preparatoria,Analista,ES,1,44207
1587,F,42,Maestría,Analista,ES,23,27026
1588,M,58,Secundaria,Analista,DE,6,72852
1589,F,32,Licenciatura,Asistente,MX,38,25295
1590,M,56,Secundaria,Director,FR,24,74298
1591,F,56,Licenciatura,Analista,MX,33,95860
1592,M,54,Secundaria,Asistente,DE,11,43825
1593,F,31,Maestría,Supervisor,BR,26,36056
1594,M,38,Licenciatura,Gerente,FR,14,111364
1595,M,42,Doctorado,Analista,DE,10,47405
1596,M,40,Secundaria,Gerente,BR,35,48651
1597,M,52,Licenciatura,Analista,BR,1,54348
1598,F,51,Preparatoria,Gerente,US,40,107467
1599,M,48,Secundaria,Supervisor,BR,19,70783
1600,M,25,Secundaria,Supervisor,DE,18,67977
1601,M,44,Maestría,Gerente,DE,36,113327
1602,M,59,Maestría,Director,FR,24,45868
1603,F,38,Maestría,Especialista,MX,33,36296
1604,M,49,Licenciatura,Director,MX,25,76558
1605,F,60,Doctorado,Gerente,ES,11,113964
1606,M,29,Secundaria,Especialista,MX,13,111449
1607,F,30,Licenciatura,Supervisor,FR,39,72977
1608,F,60,Secundaria,Especialista,DE,17,26944
1609,F,41,Doctorado,Especialista,US,22,68915
1610,F,46,Maestría,Analista,DE,13,95657
1611,M,60,Licenciatura,Supervisor,DE,21,83626
1612,F,59,Doctorado,Gerente,US,17,38749
1613,F,56,Preparatoria,Analista,US,26,115013
1614,F,45,Preparatoria,Gerente,MX,8,59722
1615,M,24,Secundaria,Analista,BR,19,78075
1616,M,25,Licenciatura,Director,MX,29,99636
1617,M,30,Licenciatura,Director,MX,2,44705
1618,F,41,Secundaria,Analista,BR,29,34550
1619,F,34,Secundaria,Asistente,DE,39,93529
1620,F,40,Doctorado,Director,DE,33,110367
1621,F,40,Doctorado,Analista,MX,26,47834
1622,M,38,Maestría,Director,ES,14,34535
1623,F,37,Secundaria,Analista,MX,12,99792
1624,M,58,Maestría,Analista,FR,8,43185
1625,F,45,Licenciatura,Asistente,ES,3,67911
1626,F,37,Preparatoria,Gerente,US,25,99431
1627,F,48,Preparatoria,Gerente,DE,7,77157
1628,F,43,Maestría,Supervisor,FR,14,84863
1629,M,57,Secundaria,Asistente,DE,13,102879
1630,F,53,Secundaria,Director,MX,37,30168
1631,M,48,Preparatoria,Asistente,ES,20,98076
1632,F,46,Preparatoria,Gerente,DE,14,102415
1633,M,30,Maestría,Especialista,ES,38,95026
1634,F,31,Maestría,Supervisor,DE,20,114373
1635,M,21,Licenciatura,Gerente,US,24,60195
1636,F,28,Preparatoria,Especialista,FR,30,55830
1637,F,35,Secundaria,Especialista,DE,4,81355
1638,M,36,Licenciatura,Director,ES,15,106715
1639,M,25,Maestría,Asistente,FR,37,104817
1640,M,33,Maestría,Director,MX,17,96022
1641,M,30,Licenciatura,Director,DE,14,62854
1642,F,45,Doctorado,Analista,BR,33,96660
1643,F,26,Preparatoria,Director,BR,2,27118
1644,F,26,Licenciatura,Supervisor,DE,20,45753
1645,M,24,Secundaria,Especialista,DE,1,41629
1646,M,50,Licenciatura,Director,MX,14,29952
1647,F,55,Doctorado,Director,MX,12,68369
1648,F,23,Preparatoria,Especialista,US,22,29444
1649,M,21,Maestría,Analista,FR,14,104320
1650,M,45,Maestría,Analista,US,32,115674
1651,F,53,Maestría,Gerente,DE,25,55120
1652,F,25,Maestría,Especialista,ES,21,111810
1653,F,26,Licenciatura,Gerente,MX,30,96078
1654,F,36,Doctorado,Director,US,26,81773
1655,F,59,Doctorado,Gerente,BR,39,119265
1656,M,29,Maestría,Supervisor,MX,11,103410
1657,M,25,Secundaria,Supervisor,ES,32,118945
1658,F,44,Maestría,Especialista,FR,31,115624
1659,F,39,Licenciatura,Supervisor,US,36,57869
1660,M,34,Doctorado,Analista,DE,39,91500
1661,M,35,Preparatoria,Analista,FR,19,63255
1662,F,38,Maestría,Asistente,BR,16,109983
1663,M,48,Maestría,Supervisor,US,5,42037
1664,M,60,Secundaria,Especialista,DE,40,64077
1665,F,28,Secundaria,Director,DE,7,104376
